Introduction to Algorithms,Thomas H. Cormen,9780262033848,1292
Pattern Recognition and Machine Learning,Christopher M. Bishop,9780387310732,738
Neural Networks for Pattern Recognition,Christopher M. Bishop,9780198538646,482
"Hacking, 2nd Edition",Jon Erickson,9781593271442,488
Penetration Testing,Georgia Weidman,9781593275648,528
Rtfm,Ben Clark,9781494295509,96
Hash Crack,Joshua Picolet,9781540444967,82
Blue Team Field Manual,Alan White,9781541016361,144
Deep Learning,Ian Goodfellow,9780262035613,800
Make Your Own Neural Network,Tariq Rashid,9781530826605,222
Engineering a Compiler,Keith Daniel Cooper,9780120884780,800
Writing Compilers and Interpreters,Ronald Mak,9780470177075,864
Modern Compiler Design,Dick Grune,9781461446989,822
Algorithms,Robert Sedgewick,9780321573513,955
Computer Networks,Larry L. Peterson,9780123850591,884
Operating Systems,Thomas Anderson,9780985673529,669
Language Implementation Patterns,Terence Parr,9781934356456,374
The Algorithm Design Manual,Steven S. Skiena,9781848000698,730
Fabrication Engineering at the Micro- and Nanoscale,Stephen A. Campbell,9780199861224,671
Power electronics,Ned Mohan,9780471226932,802
"Wireless Receiver Design for Digital Communications, 2nd Edn",Kevin McClaning,9781891121807,758
Analog Integrated Circuit Design,Tony Chan Carusone,9780470770108,794
Radiowave Propagation,Curt Levis,9780470542958,301
Digital Communications,Massoud Salehi,9780072957167,1168
Fundamentals of Applied Electromagnetics,Fawwaz T. Ulaby,9780133356816,528
Fundamentals of Power Electronics,Robert W. Erickson,9780792372707,883
Introduction to Modern Optics,Grant R. Fowles,9780486659572,328
Antenna Theory,Constantine A. Balanis,9781118642061,1096
Logic and Computer Design Fundamentals,M. Morris Mano,9780133760637,672
Fundamentals of Electric Circuits,Charles Alexander,9780078028229,992
Computer Architecture,Behrooz Parhami,9780195154559,575
Introduction to Electromagnetic Compatibility,Clayton R. Paul,9780471755005,1016
Fundamentals of Wireless Communication,David Tse,9780521845274,564
Nonlinear Systems,Hassan K. Khalil,9780130673893,750
Advanced Engineering Electromagnetics,Constantine A. Balanis,9780470589489,1018
The Physics of Low-dimensional Semiconductors,John H. Davies,9780521484916,438
Introduction to Robotics,John J. Craig,9780133489798,448
Power Systems Analysis,Arthur R. Bergen,9780136919902,619
Lasers,A. E. Siegman,9780935702118,1283
Digital Control Engineering,M. Sami Fadali,9780123943910,582
Foundations of Analog and Digital Electronic Circuits,Anant Agarwal,9781558607354,984
Principles of Modern Radar,Mark A. Richards,9781891121524,924
Analog Circuit Design,Johan H. Huijsing,9780132543354,413
Introduction to Modern Economic Growth,Daron Acemoglu,9780691132921,990
Modern Principles of Macroeconomics,Tyler Cowen,9781429278409,474
Macroeconomics,N. Gregory Mankiw,9781429218870,598
The Oil Curse,Michael L. Ross,9780691159638,289
Capital Vol 1,Karl Marx,9780140445688,1152
Capital,Karl Marx,9780140445695,624
The Mystery of Capital,Hernando de Soto,9780465016150,275
The Feminine Mystique (50th Anniversary Edition),Betty Friedan,9780393346787,592
Critical Race Theory,Kimberlé Crenshaw,9781565842717,494
Masculinities,R. W. Connell,9780520246980,324
Just Methods,Alison M. Jaggar,9781612053035,538
"Women's Voices, Feminist Visions: Classic and Contemporary Readings",Susan Shaw,9780078027000,784
Myths of Gender,Anne Fausto-Sterling,9780465047925,310
Feminist Inquiry,M. E. Hawkesworth,9780813537054,286
Teaching Feminist Activism,Nancy A. Naples,9780415931861,324
Research Methods for English Studies,Gabriele Griffin,9780748683437,256
Feminist Methodologies for Critical Researchers,Joey Sprague,9780759109032,237
Whose Science? Whose Knowledge?,Sandra G. Harding,9780801497469,319
Feminism And Science,Evelyn Fox Keller,9780198751465,289
Qualitative Research Practice,Jane Ritchie,9781446209127,456
Feminist Research Practice,Sharlene Nagy Hesse-Biber,9781412994972,433
Feminism and Methodology,Sandra G. Harding,9780253204448,193
The Postcolonial Science and Technology Studies Reader,Sandra Harding,9780822349570,476
Teaching Critical Thinking,Bell Hooks,9780415968201,191
The Extended Phenotype,Richard Dawkins,9780198788911,496
The Selfish Gene,Charles Simonyi Chair of Public Understanding of Science Richard Dawkins,9780198788607,544
Free Will,Sam Harris,9781451683400,83
Letter to a Christian Nation,Sam Harris,9780307278777,120
Waking Up,Sam Harris,9781451636024,256
From Bacteria to Bach and Back,Daniel Clement Dennett,9780393242072,496
Higher Superstition,Paul R. Gross,9780801857072,348
The Origin of Species,Charles Darwin,9781400041275,972
The Victims' Revolution,Bruce Bawer,9780061807374,400
Force and Fanaticism,Simon Ross Valentine,9781849044646,256
The Science of Language,Noam Chomsky,9781107016378,321
A Treatise on the Fundamental Principles of Violin Playing,Leopold Mozart,9780193185135,235
Vivaldi,H. C. Robbins Landon,9780226468426,208
The Cambridge History of the Second World War,Richard Bosworth,9781107034075,650
The Cambridge History of the Second World War,Michael Geyer,9781107039957,864
The Cambridge History of the Cold War,Melvyn P. Leffler,9781107602304,680
The Cambridge History of the Cold War,Melvyn P. Leffler,9781107602298,662
"The Cambridge History of the First World War: Volume 2, The State",Jay Winter,9781316504994,802
The Art of Not Being Governed,James C. Scott,9780300169171,442
Nixonland,Rick Perlstein,9780743243032,896
The Rise and Fall of the Third Reich,William L. Shirer,9781451651683,1249
The History of the Decline and Fall of the Roman Empire,Edward Gibbon,9780140437645,795
A Reader on Punishment,Antony Duff,9780198763536,351
A theory of justice,John Rawls,9780674000780,538
The Routledge Companion to Philosophy of Law,Andrei Marmor,9780415878180,630
"Law, Liberty, and Morality",H. L. A. Hart,9780804701549,88
Philosophy of Law,Joel Feinberg,9781133942962,1039
The Philosophy of Law,Frederick F. Schauer,9780195155129,1002
The Oxford Handbook of Jurisprudence and Philosophy of Law,Jules Coleman,9780199270972,1072
"Wills, Trusts, and Estates","Thomas M. Featherston, Jr.",9780769896250,193
Federal Income Taxation of Individuals in a Nutshell,John K. McNulty,9780314927002,543
Federal Income Tax,Katherine Pratt,9781454833901,601
Public International Law in a Nutshell,Thomas Buergenthal,9780314279965,473
Trademark and Unfair Competition Law in a Nutshell,Mark D. Janis,9780314163417,399
Federal Courts,Laura E. Little,9781454815556,524
Questions and Answers,David P. Leonard,9780769864228,300
Corporations,Alan R. Palmiter,9781454850168,864
Antitrust Law and Economics in a Nutshell,Ernest Gellhorn,9780314257239,617
Administrative Law and Process in a Nutshell,Ronald Levin,9781628103557,521
Administrative Law,William F. Funk,9781454850106,456
Questions and Answers,John Copeland Nagle,9780769865102,148
Concepts and Case Analysis in the Law of Contracts,Marvin A. Chirelstein,9781609303303,258
Constitutional Law,Erwin Chemerinsky,9781454849476,1488
Constitutional Law,Christopher N. May,9781454864226,784
Understanding Criminal Law,Joshua Dressler,9781632838643,603
The Catcher in the Rye,J.D. Salinger,9780316769488,240
Brave New World,Aldous Huxley,9780060850524,279
Fahrenheit 451,Ray Bradbury,9781451673319,159
The Kingdom of God Is Within You,Leo Tolstoy,9781522744603,194
Demons,Fyodor Dostoyevsky,9780679734512,733
The Brothers Karamazov,Fyodor Dostoevsky,9780374528379,796
Pride and Prejudice,Jane Austen,9780141439518,435
The Count of Monte Cristo,Alexandre Dumas pere,9780140449266,1276
Paradiso,Dante Alighieri,9780140448979,480
"Prince and the Pauper, The: Literary Touchstone Classic",Mark Twain,9781580496728,231
Gulliver's Travels,Jonathan Swift,9780141439495,305
"Gone with the Wind, 75th Anniversary Edition",Margaret Mitchell,9781451635621,960
Paradise Lost,John Milton,9781461120407,140
The Tommyknockers,Stephen King,9780451156600,747
The Three Theban Plays,Sophocles,9780140444254,430
The Mathematical Theory of Communication,Claude E Shannon,9780252725463,144
The Mathematical Theory of Communication,Claude Elwood Shannon,9780252725487,125
Mathematical Foundations of Information Theory,Aleksandr I?Akovlevich Khinchin,9780486604343,120
Chaos in Dynamical Systems,Edward Ott,9780521010849,478
Euclidean and Non-Euclidean Geometries,Marvin J. Greenberg,9780716799481,512
Introduction to Smooth Manifolds,John M. Lee,9780387954486,628
Algebraic Topology,Allen Hatcher,9780521795401,544
Introductory Complex Analysis,Richard A. Silverman,9780486646862,372
Abstract Algebra,David S. Dummit,9780471433347,932
A first course in abstract algebra,John B. Fraleigh,9780201763904,520
Advanced Modern Algebra,Joseph J. Rotman,9780821847411,1008
Statistical mechanics for engineers,Isamu Kusaka,9783319138091
Advanced organic chemistry,Francis A. Carey,9780387683461
"CMOS circuit design, layout, and simulation",R. Jacob Baker,9780470881323
Digital integrated circuits: a design perspective,Jan M. Rabaey,9780130909961
Microwave Engineering,David M. Pozar,9780470631553
Fundamentals Of Digital Communication,Upamanyu Madhow,9780521874144
Modern control systems,Richard C. Dorf,9780134407623
Signals And Systems,Alan V. Oppenheim,9780138147570
Electric Energy: An Introduction,Mohamed A. El-Sharkawi,9781466503038
Solid State Electronic Devices,Ben G. Streetman,9780133356038
Microelectronic Circuits,Adel S. Sedra,9780199339136
MSP430 microcontroller basics,John H. Davies,9780750682763
Principles and applications of electrical engineering,Giorgio Rizzoni,9780073529592
"Digital Signal Processing: Principles, Algorithms, And Applications",John G. Proakis,9780131873742
Electromechanical Motion Devices,Paul C. Krause,9781118296127
Fundamentals Of Optical Waveguides,Katsunari Okamoto,9780125250962
Fundamentals of photonics,Bahaa E. A. Saleh,9780471358329
"Memory systems: cache, DRAM, disk",Bruce Jacob,9780123797513
Parallel computer architecture: a hardware/software approach,David E. Culler,9781558603431
Modern processor design: fundamentals of superscalar processors,John Paul Shen,9781478607830
Computer Architecture: A Quantitative Approach,John L. Hennessy,9780123838728
Computer Organization And Design: The Hardware/Software Interface,David A. Patterson,9780124077263
Nonlinear RF Circuits And Nonlinear Vector Network Analyzers: Interactive Measurement And Design Techniques,Patrick Roblin,9780521889957
Nonlinear optics,Robert W. Boyd,9780123694706
VHDL: modular design and synthesis of cores and systems,Zainalabedin Navabi,9780071475457
Computer vision: a modern approach,David Forsyth,9780136085928
Computer organization and embedded systems,V. Carl Hamacher,9780073380650
Discrete-Time Signal Processing,Alan V. Oppenheim,9780131988422
Computational complexity: a modern approach,Sanjeev Arora,9780521424264
The Physics Of Solar Cells,Jenny Nelson,9781860943492
Basic economics: a common sense guide to the economy,Thomas Sowell,9780465060733
Advanced macroeconomics,David Romer,9780073511375
Microeconomic theory,Andreu Mas-Colell,9780195073409
Principles of economics,N. Gregory Mankiw,9781305585126
Capital; A Critique Of Political Economy,Karl Marx,9780140445701
The Second Sex,Simone de Beauvoir,9780307277787
The History Of Sexuality,Michel Foucault,9780679724698
The History Of Sexuality,Michel Foucault,9780394741550
The History Of Sexuality,Michel Foucault,9780394751221
Critical Race Theory: An Introduction,Richard Delgado,9781479802760
Intersectionality,Patricia Hill Collins,9780745684499
"Black feminist thought: knowledge, consciousness, and the politics of empowerment",Patrici Collins,9780415964722
The Routledge Companion To Feminist Philosophy,Ann Garry,9781138795921
"Feminist ethnography: thinking through methodologies, challenges, and possibilities",Dána-Ain Davis,9780759122451
Feminist methodologies for critical researchers: bridging differences,Joey Sprague,9781442218727
The science question in feminism,Sandra G. Harding,9780801493638
"Discovering reality: feminist perspectives on epistemology, metaphysics, methodology, and philosophy of science",Sandra G. Harding,9781402013195
The Feminist Standpoint Theory Reader: Intellectual And Political Controversies,Sandra G. Harding,9780415945011
Darwin's Dangerous Idea: Evolution And The Meanings Of Life,Daniel C. Dennett,9780684824710
Consciousness explained,D. C. Dennett,9780316180665
The moral landscape: how science can determine human values,Sam Harris,9781439171226
Lying,Sam Harris,9781940051000
"The End Of Faith: Religion, Terror, And The Future Of Reason",Sam Harris,9780393327656
Breaking The Spell: Religion As A Natural Phenomenon,Daniel C. Dennett,9780143038337
Fashionable Nonsense: Postmodern Intellectuals' Abuse Of Science,Alan Sokal,9780312204075
Professing Feminism: Education And Indoctrination In Women's Studies,Daphne Patai,9780739104552
"The Big Picture: On The Origins Of Life, Meaning, And The Universe Itself",Sean Carroll,9781101984253
Astrophysics For People In A Hurry,Neil deGrasse Tyson,9780393609394
"Decoding the universe: how the new science of information is explaining everything in the cosmos, from our brains to black holes",Charles Seife,9780143038399
"Little science, big science-- and beyond",Derek J. de Solla Price,9780231049573
"The Rise Of Statistical Thinking, 1820-1900",Theodore M. Porter,9780691024097
Introductuon to project management,Kathy Schwalbe,9780982800331
The Greatest Story Ever Told--So Far: Why Are We Here?,Lawrence M. Krauss,9781476777610
A Universe From Nothing: Why There Is Something Rather Than Nothing,Lawrence M. Krauss,9781451624465
"Tesla, Man Out Of Time",Margaret Cheney,9780743215367
The Wizard of Menlo Park: how Thomas Alva Edison invented the modern world,Randall E. Stross,9781400047635
Tchaikovsky: The Man And His Music,David Brown,9781605980171
The Cambridge History Of The Second World War,John Ferris,9781107038929
The Cambridge History Of The Cold War,Melvyn P. Leffler,9781107602311
The Cambridge History Of The First World War,Jay Winter,9781316601433
The Cambridge history of the First World War,J. M. Winter,9781316504437
The Invisible Bridge: The Fall Of Nixon And The Rise Of Reagan,Rick Perlstein,9781476782423
Stalin: The First In-Depth Biography Based On Explosive New Documents From Russia's Secret Archives,E. S. Radinskij,9780385479547
The Reformation,Diarmaid MacCulloch,9780143035381
A people's history of the United States: 1492-2001,Howard Zinn,9780060838652
Criminal justice: a brief introduction,Frank Schmalleger,9780133591316
Jurisprudence: Theory And Context,Brian Bix,9781611637212
Wills And Trusts In A Nutshell,ROBERT. MENNELL,9781634604871
"Wills, trusts, and estates: examples and explanations",Gerry W. Beyer,9781454850052
Tax procedure and tax fraud in a nutshell,Camilla E. Watson,9781634599320
Questions &amp;amp; answers,Patrick Emery Longan,9781422498606
Professional responsibility: examples and explanations,W. Bradley Wendel,9781454868439
International Law,Valerie Epps,9781454833949
"Intellectual property: patents, trademarks, and copyright in a nutshell",Arthur R. Miller,9780314278340
Intellectual property: examples and explanations,Stephen M. McJohn,9781454850151
Federal jurisdiction,Erwin Chemerinsky,9781454804024
Federal Rules of [Evidence] in a nutshell,Michael H. Graham,9781628105490
Evidence in a nutshell: State and Federal rules,Paul F. Rothstein,9780314278333
Evidence,Arthur Best,9781454850045
Employment discrimination,Joel Wm. Friedman,9781454816102
Employment law in a nutshell,Robert N. Covington,9780314195401
Questions &Amp;Amp; Answers: Business Associations: Multiple-Choice And Short-Answer Questions And Answers,Douglas M. Branson,9781422490853
Siegel's Corporations And Other Business Entities: Essay And Multiple-Choice Questions And Answers,Siegel,9781454809272
The Law Of Corporations In A Nutshell,Robert W. Hamilton,9780314904577
Antitrust,Daniel A. Crane,9781454837992
Antitrust,Christopher L. Sagers,9781454833956
Questions &amp;amp; answers,Emily Marcus Levine,9780769857718
Criminal law in a nutshell,Arnold H. Loewy,9780314194961
Criminal Law,Richard G. Singer,9781454815532
Questions &Amp;Amp; Answers,Scott J. Burnham,9781630431495
Contracts In A Nutshell,Claude D. Rohwer,9781634599146
Contracts,Brian A. Blum,9781454815471
Constitutional Law In A Nutshell,Jerome Barron,9781634596237
Civil Procedure: Examples And Explanations,Joseph W. Glannon,9781454815488
Civil Procedure In A Nutshell,Mary Kay Kane,9780314285881
Questions &amp;amp; answers,Anita Bernstein,9780769881904
Questions &amp;amp; answers,William V. Dorsaneo,9781632828583
"Civil procedure: cases, problems and exercises",John T. Cross,9781634600170
Constitutional law--individual rights,Allan Ides,9781454863922
Property,D. Barlow Burke,9781454850069
Real property in a nutshell,Roger Bernhardt,9781634599207
Questions &Amp;Amp; Answers,John Copeland Nagle,9780769865102
Understanding Property Law,John G. Sprankling,9781422498736
The law of torts: examples &amp;amp; explanations,Joseph W. Glannon,9781454850113
Torts in a nutshell,Edward J. Kionka,9781628105513
Questions &amp;amp; answers,Anita Bernstein,9780769881904
One Flew Over The Cuckoo's Nest: A Novel,Ken Kesey,9780451163967
The Stranger,Albert Camus,9780679720201
"The myth of Sisyphus, and other essays",Albert Camus,9780679733737
The Road To Wigan Pier,George Orwell,9780156767507
Nineteen eighty-four: a novel,George Orwell,9780451524935
One Day In The Life Of Ivan Denisovich,Aleksandr Isaevich Solzhenit︠s︡yn,9780451228147
The divine comedy,Dante Alighieri,9780140448955
Purgatorio,Dante Alighieri,9780140448962
Don Quixote,Miguel de Cervantes Saavedra,9780142437230
